Image link,Enchantment Name,Eligible Items,Effect(s) I / II / III / IV,Enchantment Labels,Incompatible Labels
//i.imgur.com/G653TKh.png,Defense To Attack Bonus,ALL,+6%/8%/10%/12% ATT of Bonus DEF,SINGLESTAT ATTACK CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Dexterity To Attack Bonus,ALL,+7%/10%/13%/16% ATT of Bonus DEX,SINGLESTAT ATTACK CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Mana To Attack Bonus,ALL,+.75%/1%/1.25%/1.5% ATT of Bonus MP,SINGLESTAT ATTACK CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Life To Attack Bonus,ALL,+.75%/1%/1.25%/1.5% ATT of Bonus HP,SINGLESTAT ATTACK CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Speed To Attack Bonus,ALL,+7%/10%/13%/16% ATT of Bonus SPD,SINGLESTAT ATTACK CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Vitality To Attack Bonus,ALL,+7%/10%/13%/16% ATT of Bonus VIT,SINGLESTAT ATTACK CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Wisdom To Attack Bonus,ALL,+7%/10%/13%/16% ATT of Bonus WIS,SINGLESTAT ATTACK CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Attack To Defense Bonus,ALL,+7%/10%/13%/16% DEF of Bonus ATT,SINGLESTAT DEFENSE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Dexterity To Defense Bonus,ALL,+7%/10%/13%/16% DEF of Bonus DEX,SINGLESTAT DEFENSE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Mana To Defense Bonus,ALL,+.75%/1%/1.25%/1.5% DEF of Bonus MP,SINGLESTAT DEFENSE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Life To Defense Bonus,ALL,+.75%/1%/1.25%/1.5% DEF of Bonus HP,SINGLESTAT DEFENSE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Speed To Defense Bonus,ALL,+7%/10%/13%/16% DEF of Bonus SPD,SINGLESTAT DEFENSE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Vitality To Defense Bonus,ALL,+7%/10%/13%/16% DEF of Bonus VIT,SINGLESTAT DEFENSE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Wisdom To Defense Bonus,ALL,+7%/10%/13%/16% DEF of Bonus WIS,SINGLESTAT DEFENSE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Attack To Dexterity Bonus,ALL,+7%/10%/13%/16% DEX of Bonus ATT,SINGLESTAT DEXTERITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Defense To Dexterity Bonus,ALL,+7%/10%/13%/16% DEX of Bonus DEF,SINGLESTAT DEXTERITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Mana To Dexterity Bonus,ALL,+.75%/1%/1.25%/1.5% DEX of Bonus MP,SINGLESTAT DEXTERITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Life To Dexterity Bonus,ALL,+.75%/1%/1.25%/1.5% DEX of Bonus HP,SINGLESTAT DEXTERITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Speed To Dexterity Bonus,ALL,+7%/10%/13%/16% DEX of Bonus SPD,SINGLESTAT DEXTERITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Vitality To Dexterity Bonus,ALL,+7%/10%/13%/16% DEX of Bonus VIT,SINGLESTAT DEXTERITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Wisdom To Dexterity Bonus,ALL,+7%/10%/13%/16% DEX of Bonus WIS,SINGLESTAT DEXTERITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Attack To Mana Bonus,ALL,+60/80/100/120 % MP of Bonus ATT,SINGLESTAT MANA CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Defense To Mana Bonus,ALL,+55/70/85/100 % MP of Bonus DEF,SINGLESTAT MANA CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Dexterity To Mana Bonus,ALL,+60/80/100/120 % MP of Bonus DEX,SINGLESTAT MANA CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Life To Mana Bonus,ALL,+6%/8%/10%/12% MP of Bonus HP,SINGLESTAT MANA CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Speed To Mana Bonus,ALL,+60/80/100/120 % MP of Bonus SPD,SINGLESTAT MANA CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Vitality To Mana Bonus,ALL,+55/70/85/100 % MP of Bonus VIT,SINGLESTAT MANA CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Wisdom To Mana Bonus,ALL,+55/70/85/100 % MP of Bonus WIS,SINGLESTAT MANA CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Attack To Life Bonus,ALL,+60/80/100/120 % HP of Bonus ATT,SINGLESTAT LIFE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Defense To Life Bonus,ALL,+55/70/85/100 % HP of Bonus DEF,SINGLESTAT LIFE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Dexterity To Life Bonus,ALL,+60/80/100/120 % HP of Bonus DEX,SINGLESTAT LIFE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Mana To Life Bonus,ALL,+4%/6%/8%/10% HP of Bonus MP,SINGLESTAT LIFE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Speed To Life Bonus,ALL,+60/80/100/120 % HP of Bonus SPD,SINGLESTAT LIFE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Vitality To Life Bonus,ALL,+55/70/85/100 % HP of Bonus VIT,SINGLESTAT LIFE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Wisdom To Life Bonus,ALL,+55/70/85/100 % HP of Bonus WIS,SINGLESTAT LIFE CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Attack To Speed Bonus,ALL,+7%/10%/13%/16% SPD of Bonus ATT,SINGLESTAT SPEED CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Defense To Speed Bonus,ALL,+7%/10%/13%/16% SPD of Bonus DEF,SINGLESTAT SPEED CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Dexterity To Speed Bonus,ALL,+7%/10%/13%/16% SPD of Bonus DEX,SINGLESTAT SPEED CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Mana To Speed Bonus,ALL,+.75%/1%/1.25%/1.5% SPD of Bonus MP,SINGLESTAT SPEED CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Life To Speed Bonus,ALL,+.75%/1%/1.25%/1.5% % SPD of Bonus HP,SINGLESTAT SPEED CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Vitality To Speed Bonus,ALL,+7%/10%/13%/16% SPD of Bonus VIT,SINGLESTAT SPEED CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Wisdom To Speed Bonus,ALL,+7%/10%/13%/16% SPD of Bonus WIS,SINGLESTAT SPEED CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Attack To Vitality Bonus,ALL,+7%/10%/13%/16% VIT of Bonus ATT,SINGLESTAT VITALITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Defense To Vitality Bonus,ALL,+7%/10%/13%/16% VIT of Bonus DEF,SINGLESTAT VITALITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Dexterity To Vitality Bonus,ALL,+7%/10%/13%/16% VIT of Bonus DEX,SINGLESTAT VITALITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Mana To Vitality Bonus,ALL,+.75%/1%/1.25%/1.5% VIT of Bonus MP,SINGLESTAT VITALITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Life To Vitality Bonus,ALL,+.75%/1%/1.25%/1.5% VIT of Bonus HP,SINGLESTAT VITALITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Speed To Vitality Bonus,ALL,+7%/10%/13%/16% VIT of Bonus SPD,SINGLESTAT VITALITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Wisdom To Vitality Bonus,ALL,+7%/10%/13%/16% VIT of Bonus WIS,SINGLESTAT VITALITY CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Attack To Wisdom Bonus,ALL,+7%/10%/13%/16% WIS of Bonus ATT,SINGLESTAT WISDOM CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Defense To Wisdom Bonus,ALL,+6%/8%/10%/12% WIS of Bonus DEF,SINGLESTAT WISDOM CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Dexterity To Wisdom Bonus,ALL,+7%/10%/13%/16% WIS of Bonus DEX,SINGLESTAT WISDOM CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Mana To Wisdom Bonus,ALL,+.75%/1%/1.25%/1.5% WIS of Bonus MP,SINGLESTAT WISDOM CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Life To Wisdom Bonus,ALL,+.75%/1%/1.25%/1.5% WIS of Bonus HP,SINGLESTAT WISDOM CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Speed To Wisdom Bonus,ALL,+7%/10%/13%/16% WIS of Bonus SPD,SINGLESTAT WISDOM CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/G653TKh.png,Vitality To Wisdom Bonus,ALL,+7%/10%/13%/16% WIS of Bonus VIT,SINGLESTAT WISDOM CONVERSIONBONUS,SINGLESTAT
//i.imgur.com/hus6Xs6.png,Shaitan’s Might,ALL,+5 ATT,SINGLESTAT ATTACK FLATBONUS UNIQUE,SINGLESTAT UNIQUE
//i.imgur.com/hus6Xs6.png,Sandstone Resilience,ALL,+5 DEF,SINGLESTAT DEFENSE FLATBONUS UNIQUE,SINGLESTAT UNIQUE
//i.imgur.com/hus6Xs6.png,Pirate’s Expertise,ALL ,+5 DEX ,SINGLESTAT DEXTERITY FLATBONUS UNIQUE,SINGLESTAT UNIQUE
//i.imgur.com/hus6Xs6.png,Mermaid Magic,ALL ,+65 MP ,SINGLESTAT MANA FLATBONUS UNIQUE,SINGLESTAT UNIQUE
//i.imgur.com/hus6Xs6.png,Vampric Lifeforce,ALL,+40 HP,SINGLESTAT LIFE FLATBONUS UNIQUE,SINGLESTAT UNIQUE
//i.imgur.com/hus6Xs6.png,Stheno’s Swiftness,ALL,+8 SPD,SINGLESTAT SPEED FLATBONUS UNIQUE,SINGLESTAT UNIQUE
//i.imgur.com/hus6Xs6.png,Crystalline Vigor,ALL ,+6.6 VIT ,SINGLESTAT VITALITY FLATBONUS UNIQUE,SINGLESTAT UNIQUE
//i.imgur.com/hus6Xs6.png,Avalon’s Intellect,ALL,+6.6 WIS,SINGLESTAT WISDOM FLATBONUS UNIQUE,SINGLESTAT UNIQUE
//i.imgur.com/hus6Xs6.png,Jester’s Trick,ALL,"+10 Life/Mana, +1 other Stats",DUALSTAT FLATBONUS UNIQUE,DUALSTAT UNIQUE
//i.imgur.com/hus6Xs6.png,Flurry of Blows,WEAPON,+35% Weapon Firerate  -20% Weapon Damage,DAMAGE TRADEOFF WEAPONFIRERATE UNIQUE,WEAPONDAMAGE WEAPONFIRERATE UNIQUE
//i.imgur.com/hus6Xs6.png,Overwhelming Strikes,WEAPON,+35% Weapon Damage  -20% Weapon Firerate,DAMAGE TRADEOFF WEAPONFIRERATE UNIQUE,WEAPONDAMAGE WEAPONFIRERATE UNIQUE
//i.imgur.com/hus6Xs6.png,Lucky Streak,RING,+3% XP +3% Loot +3% Dust,DUALREWARDBONUS UNIQUE,DUALREWARDBONUS UNIQUE
//i.imgur.com/qm3jWzf.png,Damage Bonus,WEAPON ,+2%/3%/4%/5% Weapon Damage ,DAMAGE WEAPONDAMAGE,WEAPONDAMAGE WEAPONFIRERATE
//i.imgur.com/qm3jWzf.png,FireRate Bonus,WEAPON ,+2%/3%/4%/5% Fire Rate ,DAMAGE WEAPONFIRERATE,WEAPONDAMAGE WEAPONFIRERATE
//i.imgur.com/qm3jWzf.png,Damage Tradeoff,WEAPON ,+5%/7.5%/10%/12.5% Weapon Damage -2%/3%/4%/5% Fire Rate,DAMAGE WEAPONDAMAGE TRADEOFF,WEAPONDAMAGE WEAPONFIRERATE
//i.imgur.com/qm3jWzf.png,FireRate Tradeoff,WEAPON ,+5%/7.5%/10%/12.5% Fire Rate -2%/3%/4%/5% Weapon Damage,DAMAGE WEAPONFIRERATE TRADEOFF,WEAPONDAMAGE WEAPONFIRERATE
//i.imgur.com/467Rd3y.png,Projectile Lifetime Bonus,WEAPON ,+4%/6%/8%/10% Projectile Lifetime,WEAPONRANGE LIFETIME,WEAPONRANGE
//i.imgur.com/467Rd3y.png,Projectile Speed Bonus,WEAPON ,+4%/6%/8%/10% Projectile Speed ,WEAPONRANGE PROJSPEED,WEAPONRANGE
//i.imgur.com/3vwv7MR.png,OnShoot Attack Boost,WEAPON RING ,"3% chance on Shoot to gain +5/6/7/8 ATT for 6 Seconds, 15 Seconds Cooldown",ONSHOOT ONSHOOTSTAT PROC STATBOOST ATTACK PROCATTACK,ONSHOOTSTAT PROCATTACK
//i.imgur.com/3vwv7MR.png,OnShoot Defense Boost,WEAPON RING ,"3% chance on Shoot to gain +7/8/9/10 DEF for 6 Seconds, 15 Seconds Cooldown",ONSHOOT ONSHOOTSTAT PROC STATBOOST DEFENSE PROCDEFENSE,ONSHOOTSTAT PROCDEFENSE
//i.imgur.com/3vwv7MR.png,OnShoot Dexterity Boost,WEAPON RING ,"3% chance on Shoot to gain +5/6/7/8 DEX for 6 Seconds, 15 Seconds Cooldown",ONSHOOT ONSHOOTSTAT PROC STATBOOST DEXTERITY PROCDEXTERITY,ONSHOOTSTAT PROCDEXTERITY
//i.imgur.com/3vwv7MR.png,OnShoot Vitality Boost,WEAPON RING ,"3% chance on Shoot to gain +7/8/9/10 VIT for 6 Seconds, 15 Seconds Cooldown",ONSHOOT ONSHOOTSTAT PROC STATBOOST VITALITY PROCVITALITY,ONSHOOTSTAT PROCVITALITY
//i.imgur.com/3vwv7MR.png,OnShoot Wisdom Boost,WEAPON RING ,"3% chance on Shoot to gain +7/8/9/10 WIS for 6 Seconds, 15 Seconds Cooldown",ONSHOOT ONSHOOTSTAT PROC STATBOOST WISDOM PROCWISDOM,ONSHOOTSTAT PROCWISDOM
//i.imgur.com/3vwv7MR.png,OnShoot Heal,WEAPON RING ,"3% chance on Shoot while below 90% HP to heal 20/30/40/50 HP, 15 Seconds Cooldown",RECOVERY ONSHOOT PROC HEAL,HEAL
//i.imgur.com/3vwv7MR.png,OnShoot Magic,WEAPON RING ,"3% chance on Shoot while below 90% MP to heal 20/30/40/50 MP, 15 Seconds Cooldown",RECOVERY ONSHOOT PROC MAGIC,MAGIC
